name,brand,category,price_usd,list_price_usd,product_url
Air Jordan 4 RM Shoes,Jordan,Sports > Women's Sports > Footwear > Sneakers,128.89,128.89,https://www.zalora.com.ph/p/jordan-air-jordan-4-rm-shoes-brown-3843361
Air Jordan MVP 92 Shoes,Jordan,Sports > Men's Sports > Footwear > Sneakers,137.05,137.05,https://www.zalora.com.ph/p/jordan-air-jordan-mvp-92-shoes-brown-3843492
Air Max Alpha Trainer 6 Workout Shoes,Nike,Sports > Men's Sports > Footwear > Training Shoes,81.54,81.54,https://www.zalora.com.ph/p/nike-air-max-alpha-trainer-6-workout-shoes-grey-3843274
Air Max Bia SE,Nike,Sports > Women's Sports > Footwear > Running Shoes,53.09,94.6,https://www.zalora.com.ph/p/nike-air-max-bia-se-black-4048063
Air Max Cirro Men's Slide Sandals,Nike,Sports > Men's Sports > Footwear > Sneakers,39.1,39.1,https://www.zalora.com.ph/p/nike-air-max-cirro-men-s-slide-sandals-multi-4260515
Air Max Excee Shoes,Nike,Sports > Men's Sports > Footwear > Sneakers,85.22,89.71,https://www.zalora.com.ph/p/nike-air-max-excee-shoes-white-3650909
Air Max Invigor Men's Shoes,Nike,Sports > Men's Sports > Footwear > Sneakers,79.73,84.81,https://www.zalora.com.ph/p/nike-air-max-invigor-men-s-shoes-black-grey-4236929
Air Max Invigor Shoes,Nike,Sports > Men's Sports > Footwear > Sneakers,84.81,84.81,https://www.zalora.com.ph/p/nike-air-max-invigor-shoes-multi-4350086
Air Max SNDR Shoes,Nike,Sports > Women's Sports > Footwear > Sneakers,153.18,161.54,https://www.zalora.com.ph/p/nike-air-max-sndr-shoes-white-3752782
Air Monarch IV Shoes,Nike,Men > Shoes > Sports Shoes,55.42,55.42,https://www.zalora.com.ph/p/nike-air-monarch-iv-shoes-white-1737181
Air Span II SE Men's Shoes,Nike,Sports > Men's Sports > Footwear > Sneakers,84.91,94.6,https://www.zalora.com.ph/p/nike-air-span-ii-se-men-s-shoes-green-4221261
Air Zoom Upturn SC Shoes,Nike,Sports > Men's Sports > Footwear > Sneakers,89.71,89.71,https://www.zalora.com.ph/p/nike-air-zoom-upturn-sc-shoes-black-grey-4314175
Aira Flats,Melissa,Women > Shoes > Flats > Ballerinas,76.65,76.65,https://www.zalora.com.ph/p/melissa-aira-flats-red-4324130
Aiza Ruffles Trimmed Blouse,BADOMODA,Women > Clothing > Tops > Blouses,21.14,21.14,https://www.zalora.com.ph/p/badomoda-aiza-ruffles-trimmed-blouse-black-3716799
Aiza Ruffles Trimmed Blouse,BADOMODA,Women > Clothing > Tops > Blouses,21.14,21.14,https://www.zalora.com.ph/p/badomoda-aiza-ruffles-trimmed-blouse-beige-3716811
Akai Loafers,CLN,Women > Shoes > Slip-Ons,22.02,24.47,https://www.zalora.com.ph/p/cln-akai-loafers-beige-4253588
Alama Wedge Sandals,CLN,Women > Shoes > Heels > Open Toes,22.02,24.47,https://www.zalora.com.ph/p/cln-alama-wedge-sandals-black-4254963
Alamassi Slip On Sandals,ALDO,Women > Shoes > Sandals > Flat Sandals,92.97,92.97,https://www.zalora.com.ph/p/aldo-alamassi-slip-on-sandals-beige-3656503
Alathia Heels,ALDO,Women > Shoes > Heels > High Heels,91.34,91.34,https://www.zalora.com.ph/p/aldo-alathia-heels-pink-3624499
Aldwin Lace-up,Clarks,Men > Shoes > Oxfords,113.7,162.43,https://www.zalora.com.ph/p/clarks-aldwin-lace-up-grey-4106071
Alena Dress,Cole Vintage,Women > Clothing > Dresses > Maxi Dresses,11.75,29.37,https://www.zalora.com.ph/p/cole-vintage-alena-dress-orange-2535475
Alessie Slide Sandals,ALDO,Women > Shoes > Sandals > Flat Sandals,89.71,89.71,https://www.zalora.com.ph/p/aldo-alessie-slide-sandals-multi-3818219
Alice Loafer Women's Casual Shoes,Hush Puppies,Women > Shoes > Flats > Loafers & Boat Shoes,83.26,83.26,https://www.zalora.com.ph/p/hush-puppies-alice-loafer-women-s-casual-shoes-brown-4351960
Alira Comfy Heels,My Ballerine,Women > Shoes > Heels,84.71,116.54,https://www.zalora.com.ph/p/my-ballerine-alira-comfy-heels-black-4140160
All Day Fitness Leggings Women's Activewear,DANSKIN,Sports > Women's Sports > Women's Sports,17.95,17.95,https://www.zalora.com.ph/p/danskin-all-day-fitness-leggings-women-s-activewear-black-1744027
All Over Small Floral Print Pleated Shorts,iROO,Women > Clothing > Shorts,101.49,101.49,https://www.zalora.com.ph/p/iroo-all-over-small-floral-print-pleated-shorts-multi-3365133
Allen Round Neck Sweatshirt,GRIMELANGE,Men > Clothing > Hoodies & Sweatshirts > Sweatshirts,14.41,33.45,https://www.zalora.com.ph/p/grimelange-allen-round-neck-sweatshirt-green-3532877
Alma Tights,Athlecia,Sports > Women's Sports > Clothing > Tights,14.73,90.59,https://www.zalora.com.ph/p/athlecia-alma-tights-green-2756440
Almare Alzey Sleeveless Top,Plains & Prints,Women > Clothing > Tops > Sleeveless,29.35,29.35,https://www.zalora.com.ph/p/plains-prints-almare-alzey-sleeveless-top-white-3698896
Almare Arzene Skort,Plains & Prints,Women > Clothing > Skirts > Mini Skirts,24.45,24.45,https://www.zalora.com.ph/p/plains-prints-almare-arzene-skort-navy-3698894
Althea Bubble Sleeve Dress,BADOMODA,Women > Clothing > Dresses > Mini Dresses,32.57,32.57,https://www.zalora.com.ph/p/badomoda-althea-bubble-sleeve-dress-pink-3758417
Amano Vest,RAF,Women > Clothing > Tops > Sleeveless,42.41,42.41,https://www.zalora.com.ph/p/raf-amano-vest-brown-3707701
Ami Wide Leg Linen Pants,FORCAST,Women > Clothing > Pants & Leggings > Straight Leg Pants,91.26,91.26,https://www.zalora.com.ph/p/forcast-ami-wide-leg-linen-pants-brown-3762376
Amrie Black Knitted Skirt,GWD,Women > Clothing > Skirts,75.26,75.26,https://www.zalora.com.ph/p/gwd-amrie-black-knitted-skirt-black-3565839
Anastasia 3/4 Sleeves Blouse with Yoke,BADOMODA,Women > Clothing > Tops > Blouses,24.41,24.41,https://www.zalora.com.ph/p/badomoda-anastasia-3-4-sleeves-blouse-with-yoke-blue-3758420
Andya Heels,ALDO,Women > Shoes > Heels > Open Toes,87.84,97.87,https://www.zalora.com.ph/p/aldo-andya-heels-gold-4201664
Angelknot Heels,ALDO,Women > Shoes > Heels > High Heels,55.13,112.56,https://www.zalora.com.ph/p/aldo-angelknot-heels-white-4201684
Anika Slim Pants with Self Adjustable Side Belt,Apple & Eve,Women > Clothing > Pants & Leggings > Straight Leg Pants,37.53,37.53,https://www.zalora.com.ph/p/apple-eve-anika-slim-pants-with-self-adjustable-side-belt-brown-3689946
Animal Pattern Long Skirt in Red,N.21,Women > Clothing > Skirts > Maxi Skirts,452.81,1455.44,https://www.zalora.com.ph/p/n21-animal-pattern-long-skirt-in-red-red-3168745
Animal Patterned Lined Skirt,Trendyol,Women > Clothing > Skirts > Midi Skirts,39.78,159.64,https://www.zalora.com.ph/p/trendyol-animal-patterned-lined-skirt-brown-3719378
Ankle Strap Block Heels,Soho,Women > Shoes > Heels > Open Toes,53.69,53.69,https://www.zalora.com.ph/p/soho-ankle-strap-block-heels-beige-3446105
Ankle Strap Low Heel Sandals TE730-2,Twenty Eight Shoes,Women > Shoes > Heels > Low Heels,40.8,64.04,https://www.zalora.com.ph/p/twenty-eight-shoes-ankle-strap-low-heel-sandals-te730-2-white-2985394
Ankle-Length Pants,Jnby,Women > Clothing > Pants & Leggings > Straight Leg Pants,225.12,225.12,https://www.zalora.com.ph/p/jnby-ankle-length-pants-brown-3700079
Anna Shirt Dress,Chictees,Women > Clothing > Dresses > Work Dresses,16.31,16.31,https://www.zalora.com.ph/p/chictees-anna-shirt-dress-brown-3728118
Annamassi Heels,ALDO,Women > Shoes > Heels > Low Heels,45.99,106.03,https://www.zalora.com.ph/p/aldo-annamassi-heels-multi-4189944
Anti-Odor Sweat Wicking Cotton Shirt,Burlington,Men > Clothing > T-Shirts > Short Sleeves,10.0,10.0,https://www.zalora.com.ph/p/burlington-anti-odor-sweat-wicking-cotton-shirt-black-3550567
Anti-Skid Lace-Up Combat Boots in Black,London Rag,Women > Shoes > Boots > Long Boots,70.83,83.24,https://www.zalora.com.ph/p/london-rag-anti-skid-lace-up-combat-boots-in-black-black-3536845
Anvil Tx,DC,Men > Shoes > Sneakers,54.04,54.04,https://www.zalora.com.ph/p/dc-anvil-tx-black-4081510
Apparition Tech Shoes,Under Armour,Sports > Women's Sports > Footwear > Sneakers,130.52,130.52,https://www.zalora.com.ph/p/under-armour-apparition-tech-shoes-white-4175239
Arch Fit 2.0,Skechers,Sports > Women's Sports > Footwear > Sneakers,85.05,85.05,https://www.zalora.com.ph/p/skechers-arch-fit-2-0-multi-4310464
Arch Fit Glide-Step Pro,Skechers,Sports > Men's Sports > Footwear > Sneakers,88.56,88.56,https://www.zalora.com.ph/p/skechers-arch-fit-glide-step-pro-black-4317675
Arch Fit Orvan,Skechers,Sports > Men's Sports > Footwear > Sneakers,84.24,84.24,https://www.zalora.com.ph/p/skechers-arch-fit-orvan-multi-4216914
Arch Fit Summits,Skechers,Sports > Men's Sports > Footwear > Sneakers,60.16,60.16,https://www.zalora.com.ph/p/skechers-arch-fit-summits-navy-4216911
Arch Fit Sunny,Skechers,Sports > Women's Sports > Footwear > Basketball Shoes,59.78,59.78,https://www.zalora.com.ph/p/skechers-arch-fit-sunny-black-4042408
Areanne Low-Top Sneakers,ALDO,Women > Shoes > Sneakers,31.02,79.91,https://www.zalora.com.ph/p/aldo-areanne-low-top-sneakers-white-4211308
Arizona BF,Birkenstock,Women > Shoes > Sandals > Flat Sandals,105.95,105.95,https://www.zalora.com.ph/p/birkenstock-arizona-bf-brown-3654425
Arizona BF,Birkenstock,Women > Shoes > Sandals > Flat Sandals,97.79,97.79,https://www.zalora.com.ph/p/birkenstock-arizona-bf-grey-3471263
Arizona Big Buckle,Birkenstock,Women > Shoes > Sandals,166.17,166.17,https://www.zalora.com.ph/p/birkenstock-arizona-big-buckle-blue-4265699
Arizona PROF BF,Birkenstock,Women > Shoes > Sandals > Flat Sandals,91.26,91.26,https://www.zalora.com.ph/p/birkenstock-arizona-prof-bf-white-2475666
Arizona Suede,Birkenstock,Women > Shoes > Sandals > Flat Sandals,146.76,146.76,https://www.zalora.com.ph/p/birkenstock-arizona-suede-brown-3216585
Arizona Suede Sandals,Birkenstock,Women > Shoes > Sandals > Flat Sandals,146.76,146.76,https://www.zalora.com.ph/p/birkenstock-arizona-suede-sandals-red-3770982
Arles Sleeveless Dress,RAF,Women > Clothing > Dresses > Work Dresses,47.31,47.31,https://www.zalora.com.ph/p/raf-arles-sleeveless-dress-black-3711214
Artina Heeled Sandals,CLN,Women > Shoes > Heels > Open Toes,13.04,24.47,https://www.zalora.com.ph/p/cln-artina-heeled-sandals-beige-4196847
Arty print shirt,Desigual,Women > Clothing > Tops > T-Shirts,105.95,105.95,https://www.zalora.com.ph/p/desigual-arty-print-shirt-multi-3649477
Arty print shirt,Desigual,Men > Clothing > Shirts,134.52,134.52,https://www.zalora.com.ph/p/desigual-arty-print-shirt-blue-3648921
Ashley Comfy Pumps,My Ballerine,Women > Shoes > Flats > Ballerinas,52.88,71.98,https://www.zalora.com.ph/p/my-ballerine-ashley-comfy-pumps-gold-2762624
Asri Platform Sandals,CLN,Women > Shoes > Heels > High Heels,16.31,29.37,https://www.zalora.com.ph/p/cln-asri-platform-sandals-beige-4237477
Aster Sports Shirt: Petite to Plus Size,Lotus Activewear,Sports > Women's Sports > Women's Sports,14.61,14.61,https://www.zalora.com.ph/p/lotus-activewear-aster-sports-shirt-petite-to-plus-size-yellow-3517257
Aster Sports Shirt: Petite to Plus Size,Lotus Activewear,Sports > Women's Sports > Women's Sports,14.61,14.61,https://www.zalora.com.ph/p/lotus-activewear-aster-sports-shirt-petite-to-plus-size-lilac-purple-3517260
Asteria Ballerinas,CLN,Women > Shoes > Flats > Ballerinas,22.02,24.47,https://www.zalora.com.ph/p/cln-asteria-ballerinas-beige-4253585
Astraya Sneakers,ALDO,Women > Shoes > Sneakers,87.86,102.77,https://www.zalora.com.ph/p/aldo-astraya-sneakers-brown-4100878
Asymmetrical Cotton Shirt,& Other Stories,Women > Clothing > Tops > Shirts,40.77,81.54,https://www.zalora.com.ph/p/other-stories-asymmetrical-cotton-shirt-white-3710932
Asymmetrical Evening Dress,Trendyol,Women > Clothing > Dresses > Maxi Dresses,10.51,45.69,https://www.zalora.com.ph/p/trendyol-asymmetrical-evening-dress-blue-3574338
Asymmetrical Skirt,Trendyol,Women > Clothing > Skirts > Mini Skirts,16.55,27.08,https://www.zalora.com.ph/p/trendyol-asymmetrical-skirt-brown-3237074
Athena Collection: Premium High Waisted Sport Leggings,Lotus Activewear,Women > Sports > Clothing > Bottoms,17.88,17.88,https://www.zalora.com.ph/p/lotus-activewear-athena-collection-premium-high-waisted-sport-leggings-blue-3722525
Athletic Men Pro Cool Quick Dry Compression Shorts with 2 Side Pockets Wayne -Black (Single),Hanford,Men > Sports > Clothing > Bottoms,10.0,10.0,https://www.zalora.com.ph/p/hanford-athletic-men-pro-cool-quick-dry-compression-shorts-with-2-side-pockets-wayne-black-single-black-3742232
Atlas Dress,BWLDR,Women > Clothing > Dresses > Mini Dresses,84.06,84.06,https://www.zalora.com.ph/p/bwldr-atlas-dress-black-2024223
Aura Ripstop Unisex Shoes,Under Armour,Sports > Women's Sports > Footwear > Sneakers,119.09,119.09,https://www.zalora.com.ph/p/under-armour-aura-ripstop-unisex-shoes-black-4176551
Aurora 3 Women's Training Shoes,Under Armour,Sports > Women's Sports > Footwear > Training Shoes,66.85,66.85,https://www.zalora.com.ph/p/under-armour-aurora-3-women-s-training-shoes-green-3872580
Austin Belt Jute Sandals,Happy2U,Women > Shoes > Heels > Mid Heels,53.69,53.69,https://www.zalora.com.ph/p/happy2u-austin-belt-jute-sandals-beige-3705530
Authentic,VANS,Women > Shoes > Sneakers,70.61,70.61,https://www.zalora.com.ph/p/vans-authentic-multi-4366319
Ava Halterneck Floral Jumpsuit,FORCAST,Women > Clothing > Playsuits & Jumpsuits,42.36,84.73,https://www.zalora.com.ph/p/forcast-ava-halterneck-floral-jumpsuit-black-1727826
Avarice Short Sleeve Playsuit,RAF,Women > Clothing > Playsuits & Jumpsuits,48.94,48.94,https://www.zalora.com.ph/p/raf-avarice-short-sleeve-playsuit-white-3762294
Avenue Women's Shoes,K-Swiss,Women > Shoes > Sneakers,44.4,55.5,https://www.zalora.com.ph/p/k-swiss-avenue-women-s-shoes-white-3994586
Averly Mesh,Sunday Staples,Women > Shoes > Heels,48.65,48.65,https://www.zalora.com.ph/p/sunday-staples-averly-mesh-brown-4314887
Aya Life L/S V-Neck Cardigan,ONLY,Women > Clothing > Knitwear & Cardigans,31.67,44.06,https://www.zalora.com.ph/p/only-aya-life-l-s-v-neck-cardigan-multi-3397688
Azita Heels,Call It Spring,Women > Shoes > Heels > High Heels,68.48,68.48,https://www.zalora.com.ph/p/call-it-spring-azita-heels-beige-4100842
B&S Sweatshirt,Harley Davidson,Men > Clothing > Hoodies & Sweatshirts,75.06,75.06,https://www.zalora.com.ph/p/harley-davidson-b-s-sweatshirt-grey-2779807
BB80 Classic Lifestyle Shoes,New Balance,Sports > Women's Sports > Footwear > Sneakers,69.59,73.38,https://www.zalora.com.ph/p/new-balance-bb80-classic-lifestyle-shoes-beige-3958028
Baby Blue Mesh Detailed Round Toe Mary Jane Women's Ballerinas Takss24Be00000,Trendyol,Women > Shoes > Flats > Ballerinas,40.26,46.84,https://www.zalora.com.ph/p/trendyol-baby-blue-mesh-detailed-round-toe-mary-jane-women-s-ballerinas-takss24be00000-blue-3990694
Baby Blue Patent Leather Pointed Toe Kitten Heels Women's Classic Heeled Shoes Takss25To00005,Trendyol,Women > Shoes > Heels > Pumps,44.71,44.71,https://www.zalora.com.ph/p/trendyol-baby-blue-patent-leather-pointed-toe-kitten-heels-women-s-classic-heeled-shoes-takss25to00005-blue-3990240
Backless Slim Suspender Slit Dress LBH-D1313,Twenty Eight Shoes,Women > Clothing > Dresses > Summer Dresses,44.06,70.83,https://www.zalora.com.ph/p/twenty-eight-shoes-backless-slim-suspender-slit-dress-lbh-d1313-yellow-3049802
Bad To The Bone PU Pants,Peppermayo,Women > Clothing > Pants & Leggings,63.48,63.48,https://www.zalora.com.ph/p/peppermayo-bad-to-the-bone-pu-pants-beige-2493947
Baju Kurung Moden Lydia,Butik Sireh Pinang,Women > Clothing > Ethnic Wear,39.98,39.98,https://www.zalora.com.ph/p/butik-sireh-pinang-baju-kurung-moden-lydia-purple-3250810
Baju Kurung Moden Olivia,Butik Sireh Pinang,Women > Clothing > Ethnic Wear,56.3,56.3,https://www.zalora.com.ph/p/butik-sireh-pinang-baju-kurung-moden-olivia-red-3284092
Baju Kurung Moden Rossa,Butik Sireh Pinang,Women > Clothing > Ethnic Wear,34.27,34.27,https://www.zalora.com.ph/p/butik-sireh-pinang-baju-kurung-moden-rossa-grey-1954737
Baju Kurung Moden Rossa,Butik Sireh Pinang,Women > Clothing > Ethnic Wear,34.27,34.27,https://www.zalora.com.ph/p/butik-sireh-pinang-baju-kurung-moden-rossa-brown-1954741
Baju Kurung Moden Yasmin,Butik Sireh Pinang,Women > Clothing > Ethnic Wear,34.27,34.27,https://www.zalora.com.ph/p/butik-sireh-pinang-baju-kurung-moden-yasmin-grey-1781095
Baju Kurung Moden Zaitun,Butik Sireh Pinang,Women > Clothing > Ethnic Wear,35.08,35.08,https://www.zalora.com.ph/p/butik-sireh-pinang-baju-kurung-moden-zaitun-green-3457338
Baju Kurung Modern Cassia,Butik Sireh Pinang,Women > Clothing > Ethnic Wear,49.77,49.77,https://www.zalora.com.ph/p/butik-sireh-pinang-baju-kurung-modern-cassia-green-3457323
Baju Kurung Pahang Julia,Butik Sireh Pinang,Women > Clothing > Ethnic Wear,25.29,25.29,https://www.zalora.com.ph/p/butik-sireh-pinang-baju-kurung-pahang-julia-brown-1664802
Baju Kurung Pahang Naura,Butik Sireh Pinang,Women > Clothing > Ethnic Wear,45.69,45.69,https://www.zalora.com.ph/p/butik-sireh-pinang-baju-kurung-pahang-naura-green-3239677
Baju Kurung Pahang Raisa,Butik Sireh Pinang,Women > Clothing > Ethnic Wear,49.77,49.77,https://www.zalora.com.ph/p/butik-sireh-pinang-baju-kurung-pahang-raisa-brown-orange-3384585
Baju Melayu Tradisional,Gene Martino,Men > Modest Wear > Baju Melayus,31.0,31.0,https://www.zalora.com.ph/p/gene-martino-baju-melayu-tradisional-grey-1612523
Ballerina Black Block Heel,Dune London,Women > Shoes > Heels > Pumps,38.85,97.13,https://www.zalora.com.ph/p/dune-london-ballerina-black-block-heel-black-4240053
Ballet Flats,& Other Stories,Women > Shoes > Flats > Ballerinas,102.77,102.77,https://www.zalora.com.ph/p/other-stories-ballet-flats-black-4341360
Balloon Poplin Evening Dress Belt Detailed,Trendyol,Women > Clothing > Dresses > Mini Dresses,27.38,55.0,https://www.zalora.com.ph/p/trendyol-balloon-poplin-evening-dress-belt-detailed-pink-3055515
Balloon-Sleeve Mini Dress,& Other Stories,Women > Clothing > Dresses > Mini Dresses,81.54,81.54,https://www.zalora.com.ph/p/other-stories-balloon-sleeve-mini-dress-yellow-3356534
Balloon-sleeved dress,H&M,Women > Clothing > Dresses,27.59,37.38,https://www.zalora.com.ph/p/hm-balloon-sleeved-dress-red-3122900
Barba Loungewear Shorts,RAISING LITTLE,Women > Clothing > Lingerie & Loungewear > Loungewear,13.06,13.06,https://www.zalora.com.ph/p/raising-little-barba-loungewear-shorts-blue-1702203
Barbie Fitted Longline Tee,Cotton On,Women > Clothing > Tops > T-Shirts,23.65,23.65,https://www.zalora.com.ph/p/cotton-on-barbie-fitted-longline-tee-white-2928925
Barie Red Hammered Satin Top,GWD,Women > Clothing > Tops,55.06,55.06,https://www.zalora.com.ph/p/gwd-barie-red-hammered-satin-top-red-3565819
Barreda Decode Shoes,ADIDAS,Men > Sports > Footwear > Lifestyle,69.2,76.73,https://www.zalora.com.ph/p/adidas-barreda-decode-shoes-white-4181537
Barreda Decode Shoes,ADIDAS,Sports > Men's Sports > Footwear > Sneakers,70.2,70.2,https://www.zalora.com.ph/p/adidas-barreda-decode-shoes-white-3657596
Barreda Lo Shoes,ADIDAS,Sports > Men's Sports > Footwear > Sneakers,68.56,68.56,https://www.zalora.com.ph/p/adidas-barreda-lo-shoes-white-4139607
Barreda Lo Shoes,ADIDAS,Men > Shoes > Sneakers,57.14,57.14,https://www.zalora.com.ph/p/adidas-barreda-lo-shoes-white-4196695
Barreda Shoes,ADIDAS,Sports > Women's Sports > Footwear > Sneakers,57.14,57.14,https://www.zalora.com.ph/p/adidas-barreda-shoes-white-3657862
Barrel Jeans,Cotton On,Women > Clothing > Jeans,68.55,68.55,https://www.zalora.com.ph/p/cotton-on-barrel-jeans-blue-3712434
Barrett Flatform Slides,CLN,Women > Shoes > Sandals > Flat Sandals,13.04,13.04,https://www.zalora.com.ph/p/cln-barrett-flatform-slides-black-4126723
Basic - Sneakers Shoes for Men,Oxy Originals,Men > Shoes > Slip-Ons,38.98,64.97,https://www.zalora.com.ph/p/oxy-originals-basic-sneakers-shoes-for-men-beige-3498309
Basic - Sneakers Shoes for Men,Oxy Originals,Men > Shoes > Slip-Ons,64.97,64.97,https://www.zalora.com.ph/p/oxy-originals-basic-sneakers-shoes-for-men-brown-4299210
Basic Double Breasted Blazer,DeFacto,Women > Clothing > Blazers,56.62,100.87,https://www.zalora.com.ph/p/defacto-basic-double-breasted-blazer-grey-3734100
